Gender,DOB,10percentage,10board,12graduation,12percentage,12board,CollegeTier,Degree,Specialization,collegeGPA,CollegeCityTier,CollegeState,GraduationYear,English,Logical,Quant,Domain,ComputerProgramming,ElectronicsAndSemicon,ComputerScience,MechanicalEngg,ElectricalEngg,TelecomEngg,CivilEngg,conscientiousness,agreeableness,extraversion,nueroticism,openess_to_experience,Salary
m,16/12/1991,80,cbse,2010,83.6,cbse,2,B.Tech/B.E.,computer science & engineering,71.36,0,Uttar Pradesh,2014,625,560,635,0.953899775,535,-1,530,-1,-1,-1,-1,-0.159,0.2124,-0.4511,-0.2344,-0.6692,350000
m,11/10/1990,66,cbse,2009,63.4,cbse,2,B.Tech/B.E.,computer engineering,70.7,0,Uttar Pradesh,2013,570,595,530,0.488347977,405,-1,-1,-1,-1,-1,-1,0.5591,0.3789,-0.6048,1.4136,-0.0943,180000
f,19/07/1990,88,0,2007,96,0,2,B.Tech/B.E.,electronics & instrumentation eng,62,1,Telangana,2011,475,385,405,-1,275,-1,-1,-1,-1,-1,-1,-0.4173,0.6568,0.2366,-0.1727,0.6603,200000
m,05/01/1990,78.6,icse,2008,64.8,cbse,2,B.Tech/B.E.,information technology,63.7,0,Haryana,2014,615,520,535,0.744758354,455,-1,438,-1,-1,-1,-1,0.2718,-0.1206,0.4711,-0.2344,-2.0105,145000
m,01/06/1987,77.2,cbse,2005,72.2,cbse,2,B.Tech/B.E.,electronics & telecommunications,63,1,Rajasthan,2010,445,235,555,0.694479328,455,366,-1,340,-1,-1,-1,-2.8903,-0.1232,0.3817,-0.8778,-0.6035,120000
m,03/12/1991,67,cbse,2009,65,cbse,2,B.Tech/B.E.,electronics and electrical engineering,62,1,Tamil Nadu,2013,430,545,535,-1,435,-1,-1,-1,-1,-1,-1,-0.3027,0.5454,0.4711,-0.995,-0.4776,325000
f,14/04/1991,84,0,2008,94,0,2,B.Tech/B.E.,computer engineering,82.24,1,Tamil Nadu,2012,565,505,515,0.901489571,545,-1,-1,-1,-1,-1,-1,-0.4173,0.6178,-1.6865,0.1798,-0.9194,360000
m,11/08/1989,85.5,0,2006,81.1,0,2,B.Tech/B.E.,information technology,72.44,0,Telangana,2010,365,495,485,0.793580615,495,-1,-1,-1,-1,-1,-1,0.8192,-0.1232,-0.344,-1.1128,-0.7615,180000
m,28/12/1989,67,state board,2005,77,state board,2,B.Tech/B.E.,information technology,76,0,Uttar Pradesh,2011,545,554,435,0.486747008,465,-1,376,-1,-1,-1,-1,0.99,0.7119,-0.9122,-1.6289,1.0554,550000
f,27/11/1985,78,karnataka sslc board bangalore,2004,50.5,karnataka secondary education board,2,MCA,computer application,78,1,Karnataka,2011,525,495,465,0.670743151,455,-1,-1,-1,-1,-1,-1,0.8192,-0.5913,-0.1988,0.7673,0.5024,500000
m,29/04/1990,78.2,cbse,2007,80.6,cbse,2,B.Tech/B.E.,computer engineering,71.72,0,Uttar Pradesh,2012,450,450,705,0.765673581,485,-1,-1,-1,-1,-1,-1,-1.1128,-1.0593,-0.7794,1.3255,-1.5513,415000
m,24/09/1991,90.4,cbse,2010,82.6,cbse,2,B.Tech/B.E.,information technology,75.8,0,Uttar Pradesh,2014,615,520,695,0.864685413,525,-1,-1,-1,-1,-1,-1,-0.7335,-0.9531,0.6248,0.0192,-1.8189,400000
m,18/01/1990,87.2,cbse,2008,77.8,cbse,2,B.Tech/B.E.,electronics and communication engineering,69.48,0,Uttar Pradesh,2012,585,605,735,0.376059587,-1,300,-1,-1,-1,-1,-1,-0.5719,-0.1232,-2.2308,-0.0552,-1.8278,360000
m,05/10/1992,85,cbse,2010,79,cbse,2,B.Tech/B.E.,information technology,71,1,Tamil Nadu,2014,660,535,500,0.622642916,455,-1,407,-1,-1,-1,-1,-0.159,0.5454,0.7785,-0.6147,0.2889,200000
m,11/10/1991,84,icse,2009,81,state board,2,B.Tech/B.E.,mechanical engineering,67,1,Telangana,2013,640,395,310,0.328746379,405,-1,-1,346,-1,-1,-1,0.2718,1.2114,0.9322,1.0333,-0.2859,275000
m,16/12/1988,83.67,cbse,2006,73.67,cbse,2,B.Tech/B.E.,electronics and communication engineering,72.7,0,Meghalaya,2010,645,495,615,0.538386893,375,333,-1,-1,-1,-1,-1,-0.2628,0.8128,1.3977,1.0024,1.1343,900000
f,05/08/1989,65,cbse,2007,69,cbse,2,B.Tech/B.E.,electronics and communication engineering,63,0,Haryana,2011,405,355,515,0.538386893,-1,333,-1,-1,-1,233,-1,-1.8083,-1.5273,-1.3599,0.1798,-1.0774,120000
m,30/01/1993,89,state board,2010,90,state board,2,B.Tech/B.E.,computer science & engineering,74,1,Telangana,2014,535,615,620,0.998876108,475,-1,653,-1,-1,-1,-1,1.5644,1.3779,0.9322,-2.0092,-0.2859,205000
m,09/07/1992,86.8,cbse,2010,83.6,cbse,1,B.Tech/B.E.,information technology,81,0,Himachal Pradesh,2014,685,645,545,0.911395278,525,-1,500,-1,-1,-1,-1,-0.159,1.2114,0.6248,0.0192,0.0973,315000
m,03/02/1993,71,state board,2010,74.4,state board,2,B.Tech/B.E.,information technology,72,0,Uttar Pradesh,2014,350,530,415,0.276047228,345,-1,-1,-1,-1,-1,-1,0.2718,0.3789,0.6248,0.5262,0.8637,120000
m,20/05/1992,82.2,cbse,2010,69.8,cbse,2,B.Tech/B.E.,electronics and communication engineering,62.2,0,Uttarakhand,2014,520,560,650,0.20739217,-1,260,-1,-1,-1,-1,-1,-1.1644,0.0459,1.2396,1.9207,-0.2859,240000
m,16/04/1990,86.9,0,2007,91.7,0,2,B.Tech/B.E.,computer engineering,67,1,Telangana,2011,485,505,595,0.377551419,375,-1,-1,-1,-1,-1,-1,0.9737,0.1888,-1.0697,-1.4653,-0.2875,350000
m,10/10/1988,79,cbse,2006,76.6,cbse,2,B.Tech/B.E.,information technology,77.85,1,Rajasthan,2010,635,495,495,0.670743151,455,-1,-1,-1,-1,-1,-1,0.8192,-0.5913,0.2366,-0.7603,-0.1295,470000
f,10/04/1988,84.8,mp board bhopal,2006,78.66,mp board bhopal,2,B.Tech/B.E.,computer engineering,69.47,0,Maharashtra,2011,435,565,455,0.24545566,335,-1,-1,-1,-1,-1,-1,0.0464,0.1888,0.672,0.7673,0.5024,420000
m,08/11/1992,88.1,state board,2009,88.1,state board,2,B.Tech/B.E.,electronics and electrical engineering,62.57,0,Telangana,2013,560,510,520,0.423951396,385,-1,-1,-1,388,-1,-1,1.1336,1.3779,0.01,-2.2627,-0.0943,345000
m,27/06/1989,79.4,0,2007,86,0,2,B.Tech/B.E.,electronics and communication engineering,74.5,1,Karnataka,2011,515,345,545,0.229481755,355,266,-1,-1,-1,-1,-1,0.2009,-0.1232,-0.7794,-0.0552,-0.4455,530000
m,02/05/1992,82.6,cbse,2010,86.6,cbse,2,B.Tech/B.E.,instrumentation and control engineering,74.24,1,Delhi,2014,475,485,355,0.493596387,485,324,-1,-1,-1,-1,-1,-0.5899,0.5454,-0.4511,1.2869,-0.6692,320000
m,05/02/1992,71.8,cbse,2009,73,cbse,2,B.Tech/B.E.,computer science & engineering,76,0,West Bengal,2014,630,605,545,0.486747008,525,-1,376,-1,-1,-1,-1,0.7027,-0.4536,1.2396,-0.6147,1.4386,345000
m,09/07/1992,87.88,state board,2009,89,state board,2,B.Tech/B.E.,computer science & engineering,76.6,1,Telangana,2013,510,460,680,0.930370607,565,-1,-1,-1,-1,-1,-1,1.4208,1.0449,0.1637,-1.6289,-1.0524,360000
m,23/12/1988,69.5,rajasthan board,2006,72,rajasthan board,2,MCA,computer application,68.15,1,Maharashtra,2012,515,465,495,0.952245573,585,-1,-1,-1,-1,-1,-1,0.3555,0.9688,0.3817,0.8848,-0.4455,240000
m,06/11/1992,70,cbse,2010,65,cbse,2,B.Tech/B.E.,computer science & engineering,71,0,Uttar Pradesh,2014,420,485,415,0.276047228,345,-1,-1,-1,-1,-1,-1,-0.7335,-0.7866,-1.8344,0.0192,0.2889,240000
m,25/09/1989,72.4,0,2007,73.4,0,2,B.Tech/B.E.,information technology,68.25,0,Uttar Pradesh,2011,485,625,655,0.81941653,505,-1,-1,-1,-1,-1,-1,-0.2628,-0.1232,0.8171,0.5323,0.0284,520000
m,08/05/1989,70,state board,2007,56,state board,2,B.Tech/B.E.,computer science & engineering,54,1,Maharashtra,2013,615,580,405,0.842248322,515,-1,469,-1,-1,-1,-1,-0.7335,0.8784,0.3174,-1.6289,-0.2859,340000
m,14/06/1988,83.4,cbse,2007,78.6,cbse,2,B.Tech/B.E.,electronics and electrical engineering,71.2,0,Uttar Pradesh,2011,554,505,545,0.229481755,265,266,-1,-1,-1,-1,-1,1.4374,0.9688,1.3977,0.4148,1.4502,410000
f,20/07/1991,96.48,state board,2009,82,state board,2,B.Tech/B.E.,computer engineering,76,1,Karnataka,2013,590,525,575,0.81941653,505,-1,-1,-1,-1,-1,-1,0.4155,-0.6201,-1.0659,-2.643,-1.4356,550000
m,25/03/1988,65,icse board,2006,66,isc board,2,B.Tech/B.E.,information technology,64,0,Uttar Pradesh,2010,515,565,554,0.600057182,435,-1,-1,-1,-1,-1,-1,-0.7264,0.1888,-1.2148,-0.5253,1.1343,450000
f,17/09/1991,75,icse,2010,66.8,cbse,2,B.Tech/B.E.,electronics and communication engineering,68.5,0,Uttar Pradesh,2014,370,470,260,0.053160305,385,196,-1,-1,-1,-1,-1,1.1336,1.7109,0.1637,0.7798,0.4805,200000
m,12/08/1992,84,state board,2010,89.5,state board,2,B.Tech/B.E.,mechanical engineering,75.86,0,Andhra Pradesh,2014,570,445,405,0.725984148,325,-1,-1,438,-1,-1,-1,1.2772,1.3779,0.3174,-2.136,0.2889,105000
f,22/01/1989,73.83,rbse,2005,72,rbse,2,MCA,computer application,72,0,Rajasthan,2011,485,375,445,0.488347977,405,-1,-1,-1,-1,-1,-1,-0.5719,0.5008,0.3817,0.6498,-0.7615,100000
f,01/01/1993,91.8,state board,2010,94.9,state board,2,B.Tech/B.E.,computer science & engineering,75,0,Andhra Pradesh,2014,580,555,405,0.144789889,465,-1,284,-1,-1,-1,-1,0.4155,-0.2871,-0.6048,-1.2486,-0.8608,275000
m,20/03/1991,75.46,0,2008,75.5,0,2,B.Tech/B.E.,electronics & telecommunications,60.99,0,Maharashtra,2012,360,495,500,0.910770164,-1,433,-1,-1,-1,-1,-1,0.5591,-0.6201,0.6248,-0.4879,0.0973,205000
m,11/01/1991,75.4,cbse,2009,76.6,cbse,2,B.Tech/B.E.,computer science & engineering,66.12,0,Uttar Pradesh,2013,440,545,605,0.735795709,475,-1,-1,-1,-1,-1,-1,1.2772,-0.7866,-1.0659,-1.2486,-0.0943,360000
f,13/08/1988,71,0,2005,74,0,1,M.Tech./M.E.,computer engineering,88,0,Uttar Pradesh,2011,505,385,475,0.843123727,515,-1,-1,-1,-1,-1,-1,0.3555,-0.7473,-1.0697,-2.0529,-1.3934,450000
m,05/09/1990,70.6,cbse,2007,81.6,cbse,2,B.Tech/B.E.,information technology,81.8,1,Tamil Nadu,2012,675,545,680,0.843123727,515,-1,-1,-1,-1,-1,-1,-0.0154,-1.6191,-1.6807,1.9207,1.0554,500000
m,30/05/1988,77,0,2005,52,0,2,MCA,computer application,75.5,0,Orissa,2011,495,435,465,0.968237496,605,-1,-1,-1,-1,-1,-1,0.2009,0.8128,0.672,-0.1727,1.4502,640000
m,27/12/1988,64.57,bseb,2005,49.67,biec,2,MCA,computer application,81.48,0,Tamil Nadu,2013,380,560,455,0.486747008,565,-1,376,-1,-1,-1,-1,-0.3027,-0.1206,-0.2974,0.7798,-1.0524,95000
m,13/12/1990,91.6,ssc,2008,91.6,intermediate board of andhra pardesh,2,B.Tech/B.E.,information technology,73.7,0,Andhra Pradesh,2012,495,545,565,0.735795709,475,500,-1,-1,-1,-1,-1,-0.7264,-0.7473,-0.0537,-0.1727,-0.8799,410000
m,21/03/1991,89.5,state board,2009,92.2,bie,2,B.Tech/B.E.,computer science & engineering,75.12,1,Telangana,2013,545,580,795,0.942116551,575,-1,-1,-1,-1,-1,-1,0.1282,1.3779,1.3933,-2.136,1.0554,300000
m,04/04/1991,75.2,state board,2009,84.6,state board,2,B.Tech/B.E.,mechanical engineering,68.8,0,Uttar Pradesh,2013,415,545,545,0.654107475,-1,-1,-1,420,-1,-1,-1,-0.5899,-1.9521,-1.0659,0.9066,-0.8608,295000
m,11/10/1990,70.8,cbse,2008,73,cbse,2,B.Tech/B.E.,computer science & engineering,78.9,0,Haryana,2012,370,645,695,0.952245573,585,-1,-1,-1,-1,-1,-1,-1.0208,-1.1196,-0.7585,1.5404,-2.0105,220000
m,14/08/1988,86.4,cbse,2005,79.8,cbse,2,B.Tech/B.E.,computer engineering,81.9,0,Uttar Pradesh,2011,565,585,655,0.916869961,555,-1,-1,-1,-1,-1,-1,-1.1901,-0.2793,0.0914,0.1798,-0.6035,445000
m,06/07/1992,65.17,uttar pradesh board,2009,70.2,uttar pradesh board,2,B.Tech/B.E.,computer science & engineering,65.66,0,Uttar Pradesh,2013,335,395,455,0.525922584,415,-1,-1,-1,-1,-1,-1,0.1623,-0.4353,0.9623,1.32553,0.1864,180000
m,11/11/1991,72.5,up board,2009,73,up board,2,B.Tech/B.E.,electronics and communication engineering,72.54,0,Uttar Pradesh,2013,250,510,485,0.124502074,445,233,-1,-1,-1,-1,-1,-0.7335,0.2124,1.0859,-0.7415,1.0554,165000
f,05/06/1991,87,0,2008,91.5,0,2,B.Tech/B.E.,computer engineering,77.8,1,Telangana,2012,615,520,500,0.968237496,605,-1,-1,-1,-1,-1,-1,0.2009,0.9688,0.7083,-0.8778,-0.1295,350000
m,30/05/1987,94.4,jawahar navodaya vidyalaya,2006,65.9,science college,2,B.Tech/B.E.,computer engineering,81.8,1,Tamil Nadu,2012,510,555,825,0.704090412,465,-1,-1,-1,-1,-1,-1,1.9953,1.5444,0.3174,-1.8824,-0.0943,240000
m,26/12/1990,83,state board,2008,80.1,state board,2,B.Tech/B.E.,electronics and communication engineering,77.5,1,Tamil Nadu,2012,465,545,415,0.910770164,375,433,-1,-1,-1,286,-1,0.1623,0.3448,-0.344,0.0035,-0.1295,395000
m,30/01/1990,83.6,"dav public school,hehal",2007,74.8,"dav public school,hehal",2,B.Tech/B.E.,computer engineering,88.6,1,Tamil Nadu,2012,645,615,445,0.81941653,505,-1,-1,-1,-1,-1,-1,-0.7264,0.0328,-1.0697,0.17983,-0.0506,400000
m,01/03/1992,72,cbse,2009,67,cbse,2,B.Tech/B.E.,computer science & engineering,57.5,1,Karnataka,2013,520,570,515,0.842248322,525,-1,469,-1,-1,-1,-1,1.1336,0.0459,0.6248,-1.6289,0.2889,400000
m,10/02/1990,77.8,cbse,2007,75.9,cbse,2,B.Tech/B.E.,computer engineering,69.72,0,Uttar Pradesh,2011,655,485,605,0.793580615,495,-1,-1,-1,-1,-1,-1,0.3555,0.1888,0.8171,-0.0552,-0.4455,400000
m,15/07/1990,76.8,0,2008,67.2,0,2,B.Tech/B.E.,information technology,60.08,0,Uttar Pradesh,2012,525,365,565,0.635978756,445,-1,-1,-1,-1,-1,-1,0.0464,0.1498,-0.1626,0.5323,-0.4455,350000
f,20/09/1991,81.7,cbse,2009,77.4,cbse,2,B.Tech/B.E.,computer science & engineering,60,0,Haryana,2013,535,435,390,0.486747008,475,-1,376,-1,-1,-1,-1,0.4155,-0.1206,1.7007,-1.7556,0.2889,140000
f,05/05/1990,87,cbse,2008,60,nios,2,B.Tech/B.E.,computer science & engineering,77.22,0,Punjab,2013,520,620,470,0.744758354,505,-1,438,-1,-1,-1,-1,0.99,1.5444,1.547,-1.3753,1.0554,300000
m,04/02/1988,72.4,cbse,2006,73.6,cbse,2,B.Tech/B.E.,computer engineering,71.54,1,Kerala,2010,575,545,505,0.990008757,655,-1,-1,-1,-1,-1,-1,-0.7264,0.6568,-0.7794,-0.5253,-2.0253,560000
m,31/07/1991,81.2,cbse,2008,75.4,cbse,1,B.Tech/B.E.,computer engineering,74.1,0,Madhya Pradesh,2013,495,595,625,0.911395278,685,-1,500,-1,-1,-1,-1,-1.0208,-1.1196,-0.6048,0.5262,0.2889,335000
f,14/09/1991,70,0,2007,65,0,2,B.Tech/B.E.,information technology,78,1,Delhi,2012,495,545,445,0.864685413,525,-1,-1,-1,-1,-1,-1,0.8192,-0.9033,-1.3599,-0.87777,-0.6035,470000
m,12/02/1990,77,state board,2007,66.8,state board,2,B.Tech/B.E.,electronics and electrical engineering,78,0,Orissa,2013,465,525,645,0.783303537,275,388,253,-1,-1,-1,-1,-0.5899,0.0459,-1.8344,1.0333,0.8637,325000
m,31/01/1990,69,0,2008,71,0,2,B.Tech/B.E.,electronics & telecommunications,55.45,0,Maharashtra,2011,365,495,375,0.0587928,-1,200,-1,-1,-1,-1,-1,-0.4173,-0.7473,0.5269,0.7673,-0.2875,265000
m,03/10/1992,93,cbse,2010,84.4,cbse,2,B.Tech/B.E.,information technology,67.44,0,Uttar Pradesh,2014,570,545,650,0.670743151,455,-1,-1,-1,-1,-1,-1,-1.4517,-1.4526,-0.7585,0.7798,-1.6273,120000
m,14/02/1989,71.2,cbse,2007,60,"board of technicaleducation ,delhi",2,B.Tech/B.E.,electronics and communication engineering,50,0,Rajasthan,2011,445,445,465,0.0587928,-1,200,-1,-1,-1,393,-1,-2.4266,0.5008,-0.0537,1.4724,0.1864,180000
m,01/07/1993,78.8,cbse,2010,80,cbse,2,B.Tech/B.E.,mechanical engineering,70.02,0,Punjab,2014,650,535,635,-1,-1,-1,-1,-1,-1,-1,-1,0.2718,0.5454,0.4711,-0.2344,0.2889,180000
m,25/07/1992,86.16,state board,2009,89,state board,2,B.Tech/B.E.,computer science & engineering,77,0,Tamil Nadu,2013,605,425,355,0.670743151,455,-1,-1,-1,-1,-1,-1,1.1336,0.3789,-0.1437,-1.1218,1.247,365000
m,25/10/1988,83.46,"maharashtra board, pune",2006,74,"maharashtra board, pune",2,M.Tech./M.E.,computer engineering,83.2,0,Rajasthan,2013,545,555,554,0.994050872,675,-1,-1,-1,-1,-1,-1,-2.7357,1.2808,1.1074,-1.8179,-0.9194,650000
m,22/12/1990,51.42,state board,2007,55.44,state board,2,MCA,computer application,67,0,Punjab,2014,345,470,400,0.486747008,455,-1,376,-1,-1,-1,-1,1.8517,0.7119,-1.9881,-0.6147,-0.4776,120000
f,31/10/1988,78.8,0,2006,88.9,0,2,B.Tech/B.E.,electronics & telecommunications,65.8,1,Telangana,2010,455,455,585,0.376059587,355,300,-1,-1,-1,-1,-1,-1.8083,-0.1232,0.3817,-0.5253,-0.4455,120000
m,01/06/1987,77.5,0,2005,86,0,1,MCA,computer application,67.4,0,West Bengal,2011,345,455,435,0.600057182,435,-1,-1,-1,-1,-1,-1,0.3836,0.7135,0.0914,0.1477,-1.0458,650000
m,30/07/1992,77.5,cbse,2010,83.2,cbse,2,B.Tech/B.E.,electronics and communication engineering,78.39,0,Punjab,2014,440,415,385,0.112139438,-1,228,-1,-1,-1,206,-1,-1.308,-1.6191,0.01,-0.1076,-2.0105,180000
m,11/05/1989,77.8,cbse,2007,58.8,cbse,2,B.Tech/B.E.,information technology,73.3,0,Uttar Pradesh,2012,425,465,515,0.81941653,505,-1,-1,-1,-1,-1,-1,-1.3447,0.1498,-0.2714,0.2973,-0.4455,300000
f,02/10/1989,89,cbse,2008,89.2,cbse,2,B.Tech/B.E.,computer engineering,79.43,0,Uttar Pradesh,2013,575,575,525,0.704090412,465,-1,-1,-1,-1,-1,-1,-1.8083,-0.2793,-0.344,1.76613,0.3444,300000
m,18/09/1991,88.4,cbse,2009,75.5,cbse,2,B.Tech/B.E.,electronics and communication engineering,80.42,0,Uttar Pradesh,2014,545,630,545,0.493596387,475,324,-1,-1,-1,-1,-1,-1.1644,-1.6191,-0.7585,0.653,-0.6692,580000
m,24/11/1989,88,icse,2007,80.4,cbse,2,B.Tech/B.E.,computer engineering,87.65,0,West Bengal,2011,565,645,615,0.996570552,695,-1,-1,-1,-1,-1,-1,0.2009,0.0328,-0.9245,0.2973,-0.1295,35000
m,11/01/1993,79.4,cbse,2010,68.3,cbse,2,B.Tech/B.E.,information technology,76,0,Uttar Pradesh,2014,590,510,470,0.744758354,415,-1,438,-1,-1,-1,-1,-0.3027,-0.4536,0.3174,1.0333,-0.4776,340000
m,25/09/1988,86,pseb,2007,81,cbse,2,B.Tech/B.E.,electronics and instrumentation engineering,72,0,Uttar Pradesh,2010,515,345,615,0.229481755,-1,266,-1,-1,-1,-1,-1,-1.8083,0.0328,-2.2308,-0.7603,-0.9194,220000
m,14/12/1992,89.33,secondary school education,2008,97,board of intermediate,2,B.Tech/B.E.,electronics and communication engineering,79,0,Andhra Pradesh,2012,515,555,655,0.124502074,-1,233,-1,-1,-1,-1,-1,0.8578,0.0328,-0.1988,-0.26087,-0.2875,380000
m,30/06/1990,90.6,cbse,2007,82.8,cbse,2,B.Tech/B.E.,information technology,81.1,1,West Bengal,2011,705,605,595,0.635978756,445,-1,-1,-1,-1,-1,-1,-0.881,0.3448,0.0914,0.0623,-0.2875,690000
m,19/05/1992,83,state board,2010,82,state board,2,B.Tech/B.E.,computer science & engineering,71,1,Telangana,2014,425,465,470,-1,-1,-1,-1,-1,-1,-1,-1,-0.7335,-0.4536,0.1637,1.0333,-0.2859,430000
f,17/03/1991,88.57,icse,2009,91,isc,2,B.Tech/B.E.,computer engineering,76.32,0,Uttar Pradesh,2013,650,695,705,0.901489571,545,-1,-1,-1,-1,-1,-1,-0.4173,-0.0842,-0.598,-0.7603,-0.6035,930000
m,20/11/1986,66.6,0,2004,55.8,0,2,MCA,computer application,63,0,Kerala,2010,375,375,385,0.600057182,435,366,-1,-1,-1,-1,-1,-0.1082,1.1248,1.5428,-1.1128,0.9763,120000
f,14/08/1993,85.8,cbse,2010,65.8,cbse,2,B.Tech/B.E.,information technology,69.7,0,Uttar Pradesh,2014,615,630,750,0.622642916,485,-1,407,-1,-1,-1,-1,0.8463,1.0449,0.01,-0.2344,0.4805,340000
m,09/08/1991,72.2,state board,2009,76.8,state board,2,B.Tech/B.E.,information technology,73.6,0,Uttar Pradesh,2013,475,400,510,0.356536488,465,-1,346,-1,-1,-1,-1,0.99,1.0449,0.4711,-0.4879,0.6721,145000
m,24/11/1992,68,cbse,2009,72,cbse,2,B.Tech/B.E.,computer engineering,73,0,Madhya Pradesh,2013,475,520,575,0.930370607,565,-1,-1,-1,-1,-1,-1,-0.3027,0.8784,-0.2974,-0.6147,0.0973,500000
m,18/05/1992,86,state board,2009,94.4,state board,2,B.Tech/B.E.,electronics and communication engineering,73.75,1,Telangana,2013,500,410,455,0.376059587,345,300,-1,-1,-1,-1,-1,-0.4463,-0.9531,-1.0659,-0.7415,-0.2859,220000
m,27/12/1990,81,icse,2009,86,icse,2,B.Tech/B.E.,computer science & engineering,74.15,0,Uttar Pradesh,2014,520,625,630,0.978799293,615,-1,561,-1,-1,-1,-1,-1.0208,-0.2871,0.6248,-0.995,-0.4776,300000
m,10/08/1990,75,state board,2008,73,state board,2,B.Tech/B.E.,information technology,66,0,Madhya Pradesh,2013,360,400,575,0.276047228,345,-1,-1,-1,-1,-1,-1,-0.0154,-0.6201,-0.2974,0.5262,-0.0943,120000
m,07/10/1990,88.09,matriculation,2008,95.6,state board,2,B.Tech/B.E.,electronics and communication engineering,75.6,1,Tamil Nadu,2012,445,625,495,0.694479328,-1,366,-1,-1,-1,393,-1,0.9737,1.1248,-1.3599,-0.52527,-0.643,350000
f,07/08/1992,81.3,state board,2010,82.9,state board,2,B.Tech/B.E.,computer science & engineering,91,0,Punjab,2014,685,670,720,0.911395278,525,-1,500,-1,-1,-1,-1,0.8463,-0.2871,-0.1437,0.3995,0.0973,180000
m,19/12/1987,80.13,state board,2004,80.2,cbse,2,B.Tech/B.E.,electronics & telecommunications,64.91,0,Maharashtra,2013,570,640,665,0.960603252,-1,466,-1,-1,-1,-1,-1,-1.7389,0.0459,-1.0659,1.5404,-0.2859,95000
m,04/06/1989,86.6,0,2007,77.6,0,2,B.Tech/B.E.,computer engineering,65.57,0,Karnataka,2011,605,545,565,0.862625475,524,-1,-1,-1,-1,-1,-1,-0.881,0.5008,0.2366,-0.5253,-0.2875,645000
m,01/05/1992,94.4,state board,2010,86,state board,2,B.Tech/B.E.,mechanical engineering,8.13,0,Tamil Nadu,2014,535,630,545,0.45901584,-1,-1,-1,376,-1,-1,-1,0.4155,-0.6201,0.01,-0.6147,-0.4776,240000
f,26/10/1992,87.23,state board,2010,76.12,state board,2,B.Tech/B.E.,electronics & telecommunications,63.58,0,Maharashtra,2014,405,485,605,0.338786347,-1,292,-1,-1,-1,-1,-1,1.2772,0.7119,0.1637,-0.995,0.4805,300000
m,15/12/1987,65.16,up board,2004,60.01,up board,2,B.Tech/B.E.,computer engineering,71.52,0,Uttar Pradesh,2010,505,485,585,0.974396113,615,-1,-1,-1,-1,-1,-1,-0.1082,-0.2793,0.672,-0.6428,0.5024,280000
f,25/10/1990,90,"board of secondary education,ap",2008,93,"board of intermediate education:ap,hyderabad",2,M.Tech./M.E.,computer engineering,96.7,0,Andhra Pradesh,2014,465,595,595,0.704090412,465,-1,-1,-1,-1,-1,-1,-0.0696,0.6568,-0.6343,-0.2609,-1.0774,560000
m,04/05/1989,66.6,cbse,2007,68.6,up board,2,B.Tech/B.E.,mechanical engineering,60.22,0,Uttar Pradesh,2011,425,595,475,0.130441736,-1,-1,-1,286,-1,-1,-1,-0.4173,0.3448,0.0914,-0.4078,0.6603,120000
m,21/04/1992,75,cbse,2009,60,cbse,2,B.Tech/B.E.,computer science & engineering,66,0,Uttar Pradesh,2014,380,545,460,0.356536488,395,-1,346,-1,-1,-1,-1,-0.8772,-1.1196,-1.0659,-1.2486,-1.4356,145000
m,11/10/1990,84,maharashtra board,2008,82.53,maharashtra board,2,B.Tech/B.E.,information technology,66,0,Maharashtra,2012,565,435,555,0.81941653,505,-1,-1,-1,-1,-1,-1,1.2828,0.8518,-0.1626,-0.05527,0.5024,655000
m,24/08/1990,70.27,0,2009,85.67,0,2,B.Tech/B.E.,mechatronics,75,0,Tamil Nadu,2012,325,345,405,0.490636956,395,200,-1,383,-1,-1,-1,-0.2628,0.5008,-1.0334,0.88483,-0.4455,100000
f,14/01/1991,68,0,2008,83,0,2,B.Tech/B.E.,electronics and communication engineering,68.6,0,Uttar Pradesh,2012,425,334,365,0.0587928,-1,200,-1,-1,-1,-1,-1,-0.7651,-1.6833,0.0914,0.35603,-0.9194,350000
m,03/10/1992,93.44,state board,2010,60.33,state board,2,B.Tech/B.E.,information science engineering,58,0,Karnataka,2014,675,425,470,0.144789889,505,-1,284,-1,-1,-1,-1,-0.3027,-1.7856,0.9322,-0.8682,-0.0943,300000
m,27/10/1992,73,cbse,2010,70.6,cbse,2,B.Tech/B.E.,mechanical engineering,72,0,Punjab,2014,570,520,470,0.328746379,-1,-1,-1,346,-1,-1,-1,-0.8772,0.8784,1.2396,0.2727,0.0973,180000
m,06/10/1991,73.6,state board,2009,66.6,state board,2,B.Tech/B.E.,information technology,76,0,Uttar Pradesh,2014,395,465,500,0.486747008,445,-1,376,-1,-1,-1,-1,0.2718,1.3779,1.2396,0.1459,0.2889,180000
m,17/09/1990,83,icse,2008,64,cbse,2,B.Tech/B.E.,information technology,72,0,Orissa,2012,675,455,515,-1,-1,-1,-1,-1,-1,-1,-1,0.2009,1.1248,-0.1988,-0.2902,-0.169,425000
m,01/01/1989,83.2,cbse,2006,72.2,cbse,2,B.Tech/B.E.,computer engineering,64.09,1,Rajasthan,2011,575,605,565,0.81941653,505,-1,-1,-1,-1,-1,-1,-1.3447,1.5928,0.3817,-0.6428,0.6603,320000
